year,locationabbr,locationdesc,class,topic,question,response,break_out,break_out_category,sample_size,data_value,confidence_limit_low,confidence_limit_high,display_order,data_value_unit,data_value_type,datasource,classid,topicid,locationid,breakoutid,breakoutcategoryid,questionid,responseid,geolocation
2022,48300,"Wenatchee, WA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,101,20.9,16,25.9,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,48300,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '47.818399', 'longitude': '-120.265506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,48300,"Wenatchee, WA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,429,79.1,74.1,84,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,48300,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '47.818399', 'longitude': '-120.265506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,48620,"Wichita, KS Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,379,21.4,18.8,23.9,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,48620,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '37.637896', 'longitude': '-97.2460297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,48620,"Wichita, KS Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1589,78.6,76.1,81.2,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,48620,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '37.637896', 'longitude': '-97.2460297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,48864,"Wilmington, DE-MD-NJ Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,371,21.5,18.7,24.4,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,48864,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '39.5724155', 'longitude': '-75.6592128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,48864,"Wilmington, DE-MD-NJ Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1552,78.5,75.6,81.3,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,48864,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '39.5724155', 'longitude': '-75.6592128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,49340,"Worcester, MA-CT Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,435,23.2,20.2,26.2,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,49340,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '42.2173112', 'longitude': '-71.9255354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,49340,"Worcester, MA-CT Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1526,76.8,73.8,79.8,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,49340,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '42.2173112', 'longitude': '-71.9255354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,49660,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,154,25.1,20.2,30.1,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,49660,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '41.2362934', 'longitude': '-80.5617836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,49660,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,512,74.9,69.9,79.8,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,49660,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '41.2362934', 'longitude': '-80.5617836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
